request_url,title,created_at,display_status,described_state,user_name,user_url,public_body_name,public_body_url,public_body_tags,response_count
https://opramachine.com/request/police_use_of_force_reports_janu_9,"Police use of force reports, January - October, 2017",2017-10-30T12:28:23.562-04:00,Information not held.,not_held,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Eagleswood Township,https://opramachine.com/body/eagleswood_township,municipal OceanCounty,1
https://opramachine.com/request/police_use_of_force_reports_janu_10,"Police use of force reports, January - October, 2017",2017-10-30T12:29:24.460-04:00,Partially successful.,partially_successful,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Harvey Cedars Borough,https://opramachine.com/body/harvey_cedars_borough,municipal OceanCounty,1
https://opramachine.com/request/police_use_of_force_reports_janu_11,"Police use of force reports, January - October, 2017",2017-10-30T12:30:25.390-04:00,Information not held.,not_held,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Island Heights Borough,https://opramachine.com/body/island_heights_borough,municipal OceanCounty,3
https://opramachine.com/request/police_use_of_force_reports_janu_12,"Police use of force reports, January - October, 2017",2017-10-30T12:31:26.406-04:00,Partially successful.,partially_successful,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Jackson Township,https://opramachine.com/body/jackson_township,municipal OceanCounty,2
https://opramachine.com/request/police_use_of_force_reports_janu_13,"Police use of force reports, January - October, 2017",2017-10-30T12:32:27.308-04:00,Partially successful.,partially_successful,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Lacey Township,https://opramachine.com/body/lacey_township,municipal OceanCounty,1
https://opramachine.com/request/police_use_of_force_reports_janu_14,"Police use of force reports, January - October, 2017",2017-10-30T12:33:28.296-04:00,Partially successful.,partially_successful,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Lakehurst Borough,https://opramachine.com/body/lakehurst_borough,municipal OceanCounty,1
https://opramachine.com/request/police_use_of_force_reports_janu_15,"Police use of force reports, January - October, 2017",2017-10-30T12:34:29.255-04:00,Long overdue.,waiting_response,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Lakewood Township,https://opramachine.com/body/lakewood_township,municipal OceanCounty,0
https://opramachine.com/request/police_use_of_force_reports_janu_16,"Police use of force reports, January - October, 2017",2017-10-30T12:35:30.296-04:00,Successful.,successful,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Little Egg Harbor Township,https://opramachine.com/body/little_egg_harbor_township,municipal OceanCounty,2
https://opramachine.com/request/police_use_of_force_reports_janu_17,"Police use of force reports, January - October, 2017",2017-10-30T12:36:31.208-04:00,Partially successful.,partially_successful,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Long Beach Township,https://opramachine.com/body/long_beach_township,municipal OceanCounty,1
https://opramachine.com/request/police_use_of_force_reports_janu_18,"Police use of force reports, January - October, 2017",2017-10-30T12:37:32.343-04:00,Successful.,successful,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Manchester Township,https://opramachine.com/body/manchester_township,municipal OceanCounty,1
https://opramachine.com/request/police_use_of_force_reports_janu_19,"Police use of force reports, January - October, 2017",2017-10-30T12:38:33.252-04:00,Long overdue.,waiting_response,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Mantoloking Borough,https://opramachine.com/body/mantoloking_borough,municipal OceanCounty,0
https://opramachine.com/request/police_use_of_force_reports_janu_20,"Police use of force reports, January - October, 2017",2017-10-30T12:39:34.139-04:00,Partially successful.,partially_successful,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Ocean County Prosecutor's Office,https://opramachine.com/body/ocean_county_prosecutors_office,OceanCounty,1
https://opramachine.com/request/police_use_of_force_reports_janu_21,"Police use of force reports, January - October, 2017",2017-10-30T12:40:35.031-04:00,Partially successful.,partially_successful,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Ocean Gate Borough,https://opramachine.com/body/ocean_gate_borough,municipal OceanCounty,1
https://opramachine.com/request/police_use_of_force_reports_janu_22,"Police use of force reports, January - October, 2017",2017-10-30T12:41:36.118-04:00,Partially successful.,partially_successful,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Ocean Township (Ocean),https://opramachine.com/body/waretown,municipal OceanCounty,2
https://opramachine.com/request/police_use_of_force_reports_janu_23,"Police use of force reports, January - October, 2017",2017-10-30T12:42:37.063-04:00,Partially successful.,partially_successful,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Pine Beach Borough,https://opramachine.com/body/pine_beach_borough,municipal OceanCounty,2
https://opramachine.com/request/police_use_of_force_reports_janu_24,"Police use of force reports, January - October, 2017",2017-10-30T12:43:37.977-04:00,Partially successful.,partially_successful,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Plumsted Township,https://opramachine.com/body/plumsted_township,municipal OceanCounty,3
https://opramachine.com/request/police_use_of_force_reports_janu_25,"Police use of force reports, January - October, 2017",2017-10-30T12:44:38.868-04:00,Delivery error,error_message,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Point Pleasant Borough,https://opramachine.com/body/point_pleasant_borough,municipal OceanCounty,1
https://opramachine.com/request/police_use_of_force_reports_janu_26,"Police use of force reports, January - October, 2017",2017-10-30T12:45:39.764-04:00,Partially successful.,partially_successful,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Seaside Heights Borough,https://opramachine.com/body/seaside_heights_borough,municipal OceanCounty,1
https://opramachine.com/request/police_use_of_force_reports_janu_27,"Police use of force reports, January - October, 2017",2017-10-30T12:46:40.710-04:00,Partially successful.,partially_successful,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Seaside Park Borough,https://opramachine.com/body/seaside_park_borough,municipal OceanCounty,1
https://opramachine.com/request/police_use_of_force_reports_janu_28,"Police use of force reports, January - October, 2017",2017-10-30T12:47:41.731-04:00,Partially successful.,partially_successful,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Ship Bottom Borough,https://opramachine.com/body/ship_bottom_borough,municipal OceanCounty,2
https://opramachine.com/request/police_use_of_force_reports_janu_29,"Police use of force reports, January - October, 2017",2017-10-30T12:48:43.247-04:00,Successful.,successful,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,South Toms River Borough,https://opramachine.com/body/south_toms_river_borough,municipal OceanCounty,2
https://opramachine.com/request/police_use_of_force_reports_janu_30,"Police use of force reports, January - October, 2017",2017-10-30T12:49:44.132-04:00,Successful.,successful,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Stafford Township,https://opramachine.com/body/stafford_township,municipal OceanCounty,2
https://opramachine.com/request/police_use_of_force_reports_janu_31,"Police use of force reports, January - October, 2017",2017-10-30T12:50:45.092-04:00,Partially successful.,partially_successful,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Surf City Borough,https://opramachine.com/body/surf_city_borough,municipal OceanCounty,2
https://opramachine.com/request/police_use_of_force_reports_janu_32,"Police use of force reports, January - October, 2017",2017-10-30T12:51:46.215-04:00,Waiting clarification.,waiting_clarification,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Toms River Township,https://opramachine.com/body/toms_river_township,municipal OceanCounty,1
https://opramachine.com/request/police_use_of_force_reports_janu_33,"Police use of force reports, January - October, 2017",2017-10-30T12:52:47.361-04:00,Partially successful.,partially_successful,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Tuckerton Borough,https://opramachine.com/body/tuckerton_borough,municipal OceanCounty,2
https://opramachine.com/request/copies_of_email_logs_for_former,copies of email logs for former Police Chief Robert L. Brice Jr and current Police Chief Kenneth Brown,2017-10-30T15:10:49.708-04:00,Successful.,successful,Time to Change- Jersey Style,https://opramachine.com/user/time_to_change_jersey_style,Wall Township,https://opramachine.com/body/wall_township,MonmouthCounty municipal,8
https://opramachine.com/request/sexual_harassment_settlements,Sexual harassment settlements,2017-10-30T15:17:03.834-04:00,Successful.,successful,Jim Vuocolo,https://opramachine.com/user/jim_vuocolo,Atlantic County,https://opramachine.com/body/atlantic_county,AtlanticCounty county,1
https://opramachine.com/request/weights_and_measures_certificate,Weights and Measures Certificate of Conformance,2017-10-30T15:19:42.364-04:00,Awaiting internal review.,internal_review,Jim Vuocolo,https://opramachine.com/user/jim_vuocolo,Atlantic County,https://opramachine.com/body/atlantic_county,AtlanticCounty county,1
https://opramachine.com/request/atlantic_county_weights_and_meas,Atlantic County Weights and Measures Fund,2017-10-30T15:23:01.935-04:00,Awaiting internal review.,internal_review,Jim Vuocolo,https://opramachine.com/user/jim_vuocolo,Atlantic County,https://opramachine.com/body/atlantic_county,AtlanticCounty county,0
https://opramachine.com/request/annual_reports_to_state_office_o,Annual Reports to State Office of Weights and Measures,2017-10-30T15:31:13.241-04:00,Partially successful.,partially_successful,Jim Vuocolo,https://opramachine.com/user/jim_vuocolo,Atlantic County,https://opramachine.com/body/atlantic_county,AtlanticCounty county,1
https://opramachine.com/request/atlantic_countys_certificate_of,Atlantic Countys Certificate of Conformance for New Jersey Weights and Measures,2017-10-30T17:19:56.389-04:00,Long overdue.,waiting_response,Jim Vuocolo,https://opramachine.com/user/jim_vuocolo,Atlantic County,https://opramachine.com/body/atlantic_county,AtlanticCounty county,2
https://opramachine.com/request/copies_of_email_logs_for_police,"copies of email logs for police chief michael dibella from Oct 1, 2016 to Oct 30, 2017. All Police CAD reports for the day of 10-25-2017.",2017-10-31T00:44:48.608-04:00,Partially successful.,partially_successful,Time to Change- Jersey Style,https://opramachine.com/user/time_to_change_jersey_style,Lacey Township,https://opramachine.com/body/lacey_township,municipal OceanCounty,6
https://opramachine.com/request/cad_report_for_suspicious_person,CAD Report for Suspicious Person,2017-10-31T11:49:10.969-04:00,Partially successful.,partially_successful,Time to Change- Jersey Style,https://opramachine.com/user/time_to_change_jersey_style,Lacey Township,https://opramachine.com/body/lacey_township,municipal OceanCounty,5
https://opramachine.com/request/a_copy_of_all_standard_operating,A copy of all Standard Operating Procedures from the Wall Township Police Department,2017-10-31T11:53:48.630-04:00,Long overdue.,waiting_response,Time to Change- Jersey Style,https://opramachine.com/user/time_to_change_jersey_style,Wall Township,https://opramachine.com/body/wall_township,MonmouthCounty municipal,2
https://opramachine.com/request/a_copy_of_all_standard_operating_2,A copy of all Standard Operating Procedures from the Barnegat Township Police Department,2017-10-31T12:03:02.007-04:00,Successful.,successful,Time to Change- Jersey Style,https://opramachine.com/user/time_to_change_jersey_style,Barnegat Township,https://opramachine.com/body/barnegat_township,municipal OceanCounty,2
https://opramachine.com/request/a_copy_of_all_standard_operating_3,A copy of all Standard Operating Procedures from the Belmar Borough Police Department,2017-10-31T12:09:32.126-04:00,Partially successful.,partially_successful,Time to Change- Jersey Style,https://opramachine.com/user/time_to_change_jersey_style,Belmar Borough,https://opramachine.com/body/belmar_borough,MonmouthCounty municipal,2
https://opramachine.com/request/a_copy_of_all_standard_operating_4,A copy of all Standard Operating Procedures,2017-10-31T12:12:09.717-04:00,Refused.,rejected,Time to Change- Jersey Style,https://opramachine.com/user/time_to_change_jersey_style,Howell Township,https://opramachine.com/body/howell_township,MonmouthCounty municipal,14
https://opramachine.com/request/a_copy_of_all_standard_operating_5,A copy of all Standard Operating Procedures,2017-10-31T12:14:17.783-04:00,Successful.,successful,Time to Change- Jersey Style,https://opramachine.com/user/time_to_change_jersey_style,Jackson Township,https://opramachine.com/body/jackson_township,municipal OceanCounty,3
https://opramachine.com/request/a_copy_of_all_standard_operating_6,A copy of all Standard Operating Procedures,2017-10-31T12:16:29.987-04:00,Awaiting classification.,waiting_response,Time to Change- Jersey Style,https://opramachine.com/user/time_to_change_jersey_style,Beachwood Borough,https://opramachine.com/body/beachwood_borough,municipal OceanCounty,6
https://opramachine.com/request/lt_laurie_cahill_whistleblower_l,Lt. Laurie Cahill Whistleblower Lawsuit Settlement,2017-10-31T21:26:46.410-04:00,Successful.,successful,Anonymous,https://opramachine.com/user/anonymous,Ocean County Sheriff's Department,https://opramachine.com/body/ocean_county_sheriffs_department,county,2
https://opramachine.com/request/hazcom_community_right_to_know_c,HazCom “community right to know” class documentation,2017-11-02T13:41:18.654-04:00,Withdrawn by the requester.,user_withdrawn,Jeff Epstein,https://opramachine.com/user/jeff_epstein,Pinelands Regional School District,https://opramachine.com/body/pinelands_regional_school_district,OceanCounty schoolboards,0
https://opramachine.com/request/hazmat_training,Hazmat training,2017-11-02T15:15:29.786-04:00,Withdrawn by the requester.,user_withdrawn,Jeff Epstein,https://opramachine.com/user/jeff_epstein,Pinelands Regional School District,https://opramachine.com/body/pinelands_regional_school_district,OceanCounty schoolboards,0
https://opramachine.com/request/september_10th_email,September 10th email,2017-11-02T20:45:49.844-04:00,Successful.,successful,Jeff Epstein,https://opramachine.com/user/jeff_epstein,Pinelands Regional School District,https://opramachine.com/body/pinelands_regional_school_district,OceanCounty schoolboards,2
https://opramachine.com/request/state_house_strategies_robert_ni,State House Strategies / Robert Nixon,2017-11-03T10:01:30.605-04:00,Information not held.,not_held,Phil Stilton,https://opramachine.com/user/phil_stilton,Ocean County Health Department,https://opramachine.com/body/ochd,county OceanCounty,3
https://opramachine.com/request/ems_call_stats,EMS Call Stats,2017-11-03T15:06:02.688-04:00,Refused.,rejected,Frank Wilson,https://opramachine.com/user/frank_wilson,Little Egg Harbor Township,https://opramachine.com/body/little_egg_harbor_township,municipal OceanCounty,1
https://opramachine.com/request/current_barnegat_township_budget,Current Barnegat Township budget,2017-11-04T07:56:54.581-04:00,Partially successful.,partially_successful,Bill Hughes,https://opramachine.com/user/bill_hughes,Barnegat Township,https://opramachine.com/body/barnegat_township,municipal OceanCounty,1
https://opramachine.com/request/seeking_disposition_of_the_dca_i,Seeking disposition of the DCA investigation of Creative Cuts (LEH),2017-11-04T08:41:48.197-04:00,Refused.,rejected,Michael McHale,https://opramachine.com/user/michael_mchale,New Jersey Division of Consumer Affairs,https://opramachine.com/body/new_jersey_division_of_consumer_affairs,state,1
https://opramachine.com/request/2017_municipal_directory,2017 Municipal Directory,2017-11-05T18:08:53.348-05:00,Successful.,successful,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,New Jersey State League of Municipalities,https://opramachine.com/body/njslom,Associations,3
https://opramachine.com/request/oal_docket_november_2017,"OAL Docket, November, 2017",2017-11-05T19:08:53.322-05:00,Successful.,successful,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,New Jersey Office of Administrative Law,https://opramachine.com/body/oal,state,2
https://opramachine.com/request/opra_records_custodian_list_2017,OPRA Records Custodian List - 2017,2017-11-05T19:24:34.015-05:00,Withdrawn by the requester.,user_withdrawn,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,New Jersey Government Records Council,https://opramachine.com/body/grc,state,2
https://opramachine.com/request/leh_tort_claims,LEH tort claims,2017-11-06T01:43:48.849-05:00,Successful.,successful,Sommer Fairl,https://opramachine.com/user/sommer_fairl,Little Egg Harbor Township,https://opramachine.com/body/little_egg_harbor_township,municipal OceanCounty,4
https://opramachine.com/request/communications_discussing_legisl,Communications discussing legislation A-2831/S-215,2017-11-06T10:39:42.358-05:00,Awaiting classification.,not_held,Jim Vuocolo,https://opramachine.com/user/jim_vuocolo,Atlantic County,https://opramachine.com/body/atlantic_county,AtlanticCounty county,6
https://opramachine.com/request/local_finance_board_case_roster,"Local Finance Board Case Roster August - November, 2017",2017-11-06T11:45:41.342-05:00,Successful.,successful,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,"New Jersey Department of Community Affairs, Division of Local Government Services",https://opramachine.com/body/dlgs,state,2
https://opramachine.com/request/2017_municipal_budget,2017 Municipal Budget,2017-11-07T19:40:42.125-05:00,Successful.,successful,Teri Giercyk,https://opramachine.com/user/teri_giercyk,Washington Township (Burlington),https://opramachine.com/body/washington_township_burlington,BurlingtonCounty municipal,1
https://opramachine.com/request/investigation_of_ocean_county_co,Investigation of Ocean County Corrections Officers,2017-11-08T13:23:57.307-05:00,Information not held.,not_held,Anonymous,https://opramachine.com/user/anonymous_2,Ocean County Prosecutor's Office,https://opramachine.com/body/ocean_county_prosecutors_office,OceanCounty,1
https://opramachine.com/request/email_logs_for_business_administ,Email logs for Business Administrator Stephen Brennan,2017-11-08T18:14:41.327-05:00,Long overdue.,waiting_response,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Pinelands Regional School District,https://opramachine.com/body/pinelands_regional_school_district,OceanCounty schoolboards,0
https://opramachine.com/request/asbestos_clean_up_plan,Asbestos clean up plan,2017-11-08T18:34:51.539-05:00,Long overdue.,waiting_response,Jeff Epstein,https://opramachine.com/user/jeff_epstein,Pinelands Regional School District,https://opramachine.com/body/pinelands_regional_school_district,OceanCounty schoolboards,0
https://opramachine.com/request/copies_of_opra_requests_from_sep,"Copies of OPRA Requests from September to October, 2017",2017-11-09T20:28:32.043-05:00,Successful.,successful,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Monroe Township (Middlesex),https://opramachine.com/body/monroe_township_middlesex,MiddlesexCounty municipal,1
https://opramachine.com/request/912_email_from_brennan_to_board,9/12 email from Brennan to Board of Education,2017-11-10T15:54:18.113-05:00,Partially successful.,partially_successful,Jeff Epstein,https://opramachine.com/user/jeff_epstein,Pinelands Regional School District,https://opramachine.com/body/pinelands_regional_school_district,OceanCounty schoolboards,1
https://opramachine.com/request/video_footage_from_wednesday_118,"Video footage from Wednesday 11/8/17 from 10:30am - 12:30pm of Judge Massi's Courtroom. Room 2A Mercer County Courthouse 400 S Warren St, Trenton, NJ 08608",2017-11-11T12:48:28.051-05:00,Successful.,successful,Edward Grimes,https://opramachine.com/user/edward_grimes,Mercer County,https://opramachine.com/body/mercer_county,county MercerCounty,1
https://opramachine.com/request/transportation_of_prhs_roofing_a,Transportation of PRHS roofing asbestos/hazardous waste,2017-11-12T20:50:53.730-05:00,Information not held.,not_held,Jeff Epstein,https://opramachine.com/user/jeff_epstein,New Jersey Department of Transportation,https://opramachine.com/body/nj_dot,"",2
https://opramachine.com/request/dot_correspondence_regarding_asb,DOT correspondence regarding asbestos transport,2017-11-12T20:53:58.257-05:00,Successful.,successful,Jeff Epstein,https://opramachine.com/user/jeff_epstein,Pinelands Regional School District,https://opramachine.com/body/pinelands_regional_school_district,OceanCounty schoolboards,1
https://opramachine.com/request/prhs_roofing_construction_asbest,PRHS roofing construction asbestos removal plan notification,2017-11-12T21:34:58.905-05:00,Information not held.,not_held,Jeff Epstein,https://opramachine.com/user/jeff_epstein,"New Jersey Department of Health, Division of Epidemiology, Environmental, and Occupational Health",https://opramachine.com/body/njdoh_eeoh,"",4
https://opramachine.com/request/prhs_roofing_construction_asbest_2,PRHS roofing construction asbestos removal plan notification,2017-11-12T21:40:13.796-05:00,Long overdue.,waiting_response,Jeff Epstein,https://opramachine.com/user/jeff_epstein,"Department of Labor, Division of Public Safety and Occupational Safety and Health",https://opramachine.com/body/dol_dpsosh,"",0
https://opramachine.com/request/licensed_waste_hauler_for_roofin,Licensed waste hauler for roofing construction,2017-11-14T11:19:13.858-05:00,Successful.,successful,Jeff Epstein,https://opramachine.com/user/jeff_epstein,Pinelands Regional School District,https://opramachine.com/body/pinelands_regional_school_district,OceanCounty schoolboards,1
https://opramachine.com/request/board_attorney_rfp_responses,Board attorney RFP responses,2017-11-14T12:16:00.160-05:00,Long overdue.,waiting_response,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,Lakewood School District,https://opramachine.com/body/lakewood_school_district,OceanCounty schoolboards,0
https://opramachine.com/request/name_of_and_documents_pertaining,"Name of, and documents pertaining to, electric supplier authorized in Res. 2017-148-11",2017-11-14T12:33:41.581-05:00,Successful.,successful,Anna Evans,https://opramachine.com/user/anna_evans,Hainesport Township,https://opramachine.com/body/hainesport_township,BurlingtonCounty municipal,3
https://opramachine.com/request/special_and_daily_reports_re_roo,Special and daily reports re roof construction,2017-11-14T13:28:57.741-05:00,Partially successful.,partially_successful,Jeff Epstein,https://opramachine.com/user/jeff_epstein,Pinelands Regional School District,https://opramachine.com/body/pinelands_regional_school_district,OceanCounty schoolboards,1
https://opramachine.com/request/tort_claims,Tort Claims,2017-11-15T01:02:08.208-05:00,Information not held.,not_held,Sommer Fairl,https://opramachine.com/user/sommer_fairl,Tuckerton Borough,https://opramachine.com/body/tuckerton_borough,municipal OceanCounty,2
https://opramachine.com/request/prhs_roofing_construction_compla,PRHS roofing construction complaints,2017-11-15T11:16:26.750-05:00,Information not held.,not_held,Jeff Epstein,https://opramachine.com/user/jeff_epstein,Ocean County Health Department,https://opramachine.com/body/ochd,county OceanCounty,3
https://opramachine.com/request/prhs_roofing_construction_compla_2,PRHS roofing construction complaints,2017-11-15T11:22:54.226-05:00,Successful.,successful,Jeff Epstein,https://opramachine.com/user/jeff_epstein,New Jersey Department of Environmental Protection,https://opramachine.com/body/nj_dep,state,2
https://opramachine.com/request/lakewood_medicaid_fraud_settleme,Lakewood Medicaid Fraud Settlement Agreements,2017-11-15T16:23:40.647-05:00,Refused.,rejected,Gavin Rozzi,https://opramachine.com/user/gavin_rozzi,New Jersey State Comptroller's Office,https://opramachine.com/body/osc,state,2
https://opramachine.com/request/obstruction_failure_to_use_avail,"Obstruction, failure to use available sidewalk",2017-11-17T00:33:59.555-05:00,Awaiting classification.,waiting_response,Peter Darkerr,https://opramachine.com/user/peter_darkerr,Ewing Township,https://opramachine.com/body/ewing_township,MercerCounty municipal,1
https://opramachine.com/request/october_28_2017_852am_body_cam_f,"October 28, 2017 8:52am body cam footage from officer kenneth vagnozzi 198",2017-11-17T00:59:17.676-05:00,Awaiting classification.,waiting_response,Peter Darkerr,https://opramachine.com/user/peter_darkerr,Ewing Township,https://opramachine.com/body/ewing_township,MercerCounty municipal,1
https://opramachine.com/request/i_would_like_the_full_body_cam_f,"I would like the full body cam footage of an incident that occurred on October 28, 2017 at approximately 8:30-10:00 from officer kenneth vagnozzi badge #198",2017-11-17T01:13:11.404-05:00,Awaiting classification.,waiting_response,Peter Darkerr,https://opramachine.com/user/peter_darkerr,Ewing Township,https://opramachine.com/body/ewing_township,MercerCounty municipal,1
https://opramachine.com/request/the_body_cam_of_greg_petersons_a,The body cam of Greg Peterson's arrest by Officer Vagnozzi in Ewing 10/28/17 8:30pm - 10:00pm,2017-11-17T01:19:50.896-05:00,Long overdue.,waiting_response,Edward Grimes,https://opramachine.com/user/edward_grimes,Ewing Township,https://opramachine.com/body/ewing_township,MercerCounty municipal,1
https://opramachine.com/request/investigation_regarding_improper,Investigation regarding improper waste disposal at PRHS,2017-11-17T13:20:44.808-05:00,Long overdue.,waiting_response,Jeff Epstein,https://opramachine.com/user/jeff_epstein,Ocean County Health Department,https://opramachine.com/body/ochd,county OceanCounty,0
https://opramachine.com/request/prhs_asbestos_transport_manifest,PRHS asbestos transport manifest,2017-11-17T13:27:15.328-05:00,Information not held.,not_held,Jeff Epstein,https://opramachine.com/user/jeff_epstein,New Jersey Department of Transportation,https://opramachine.com/body/nj_dot,"",3
https://opramachine.com/request/deskschool_furniture_purchase,Desk/school furniture purchase,2017-11-17T14:59:41.082-05:00,Partially successful.,partially_successful,Lisa V,https://opramachine.com/user/lisa_v,Stafford Township School District,https://opramachine.com/body/stafford_township_school_district,OceanCounty schoolboards,1
https://opramachine.com/request/all_prsd_permits_2015_2017,All PRSD permits 2015-2017,2017-11-17T16:27:33.232-05:00,Successful.,successful,Jeff Epstein,https://opramachine.com/user/jeff_epstein,Little Egg Harbor Township,https://opramachine.com/body/little_egg_harbor_township,municipal OceanCounty,3
https://opramachine.com/request/different_police_department_annu,Different Police Department Annual Summary Reports and recertification certificates for all police officers,2017-11-17T18:07:16.662-05:00,Long overdue.,waiting_response,Time to Change- Jersey Style,https://opramachine.com/user/time_to_change_jersey_style,Manchester Township,https://opramachine.com/body/manchester_township,municipal OceanCounty,4
https://opramachine.com/request/different_police_department_annu_2,Different Police Department Annual Summary Reports and recertification certificates for all police officers,2017-11-17T18:10:48.495-05:00,Partially successful.,partially_successful,Time to Change- Jersey Style,https://opramachine.com/user/time_to_change_jersey_style,Neptune City Borough,https://opramachine.com/body/neptune_city_borough,MonmouthCounty municipal,1
https://opramachine.com/request/different_police_department_annu_3,Different Police Department Annual Summary Reports and recertification certificates for all police officers,2017-11-17T18:14:38.277-05:00,Long overdue.,waiting_response,Time to Change- Jersey Style,https://opramachine.com/user/time_to_change_jersey_style,Bradley Beach Borough,https://opramachine.com/body/bradley_beach_borough,MonmouthCounty municipal,3
https://opramachine.com/request/different_police_department_annu_4,Different Police Department Annual Summary Reports and recertification certificates for all police officers,2017-11-17T18:17:00.013-05:00,Partially successful.,partially_successful,Time to Change- Jersey Style,https://opramachine.com/user/time_to_change_jersey_style,Town of Newton,https://opramachine.com/body/town_of_newton,municipal SussexCounty,5
